X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
-108.352107619,37.560106895,173757,,DEFAULT,,2015/07/15 23:00:00+00,2015/07/15 23:00:00+00,52,0.1,CODRC,15000,,,,,,,,Natural,,,,,2015/07/15 19:45:01+00,Type 4 Incident,2015/09/03 20:35:00+00,,,,,P2,0213,RMCC,2015/09/03 23:00:00+00,2015/09/03 21:59:59+00,2015/09/03 23:00:00+00,F,Type 4 IC,Haycamp,,WF,FI,37.560398,-108.354401,0.1,,{F09D16C4-5332-42A6-A919-BC4E6D3580B6},,0,0,0,0,0,,000711,100,,,Montezuma,CODRC,08083,,COSJF,,USFS,Federal,New Mexico,SW,SW,14W,12,38N,RM37,,COSJF,US-CO,,,Hardwood Litter,,1,2015-COSJF-000711,,wildcad,wildcad,0,,,2015/07/15 23:56:40+00,2019/09/05 23:28:20+00,IRWIN,{5E3FFAB3-263E-45BC-9D99-99FB1510ED41},,,
-105.128110072,39.1424463270001,174076,,DEFAULT,,2018/10/01 23:00:00+00,2018/10/19 21:59:59+00,160,5,COPBC,100006,,,,Minimal,Backing,,,Human,,,L5AQ,,2018/09/22 20:21:00+00,Type 5 Incident,2018/10/19 21:59:59+00,0,100,0,0,P2,0212,RMCC,2018/10/01 22:30:00+00,2018/09/30 21:59:59+00,2018/10/01 22:30:00+00,F,Type 5 IC,Turkey Track 8,"11 miles North of Woodland Park, CO",WF,FI,39.14129,-105.1306,5,,{89AA9D98-56E9-4917-855E-1AB67A4468BB},,0,0,0,0,0,,002178,100,100,,Douglas,COPBC,08035,FS,COPSF,,USFS,Federal,,,,,,,RM30,FS,COPSF,US-CO,,,Timber (Grass and Understory),,5,2018-COPSF-002178,Approved Decision,wildcad,wildcad,0,,,2018/09/22 21:31:36+00,2018/10/19 22:03:36+00,IRWIN,{2CCE01D7-A69E-4D52-B8AA-128212F366EB},,,
-102.866120439,37.112783972,174485,,DEFAULT,,,,1689,1,COPBC,486276,,,,Minimal,Smoldering,Smoldering,,Unknown,,,MF3S,,2019/07/18 14:14:44+00,Type 4 Incident,,,,,,P2,0212,RMCC,2019/07/23 21:00:00+00,2019/07/20 14:00:00+00,2019/07/23 21:00:00+00,F,Type 4 IC,Grasslands Complex,"24.29 miles SW of Springfield, CO",CX,FI,37.112853,-102.866175,,,{8036A31A-13BC-49EC-A552-59E7FBDCA814},,0,0,0,0,0,,000869,100,100,,Baca,COPBC,08009,BLM,COPSF,,,,,,,,,,RM42,FS,COPSF,US-CO,,,Tall Grass (2.5 feet),Brush (2 feet),13,2019-COPSF-000869,No Decision,wildcad,wildcad,0,,,2019/07/18 14:15:45+00,2020/02/10 17:00:23+00,IRWIN,{C8A436CC-3FAD-466C-BB4A-B93DA9E307D6},,,
-105.485010251,39.9831164180001,174572,,DEFAULT,,2016/07/18 19:30:00+00,2016/07/19 01:51:59+00,606,100,COFTC,3500000,,,,Minimal,Smoldering,Smoldering,Group Torching,Human,,,KE31,,2016/07/09 19:44:59+00,Type 3 Incident,2016/07/20 03:42:00+00,,100,,,PN,1502,RMCC,2016/07/17 00:59:59+00,2016/07/16 12:59:59+00,2016/07/17 00:59:59+00,F,Type 3 Team,Cold Springs,,WF,FI,39.98806,-105.4953,100,,{221C1B99-D2FE-4ABE-9EF1-31225B812DCD},,0,1,0,0,0,,000457,100,,Nederland,Boulder,COFTC,08013,FS,COARF,,USFS,Federal,6th Principal Meridian,NE,NE,72W,7,1S,RM23,C&L,COBLX,US-CO,,,Timber (Grass and Understory),Timber (Litter and Understory),21,2016-COBLX-000457,Approved Decision,wildcad,wildcad,0,,,2016/07/09 20:34:42+00,2021/11/12 21:04:46+00,IRWIN,{AADEBC41-2794-43BD-9E36-3BEF88630D1B},,,
-102.268209554,40.511736716,175203,,DEFAULT,,,,617,0.1,COFTC,25000,,,,Active,Uphill Runs,Wind Driven Runs,,Unknown,,,M77S,,2020/07/01 22:37:00+00,Type 4 Incident,,0,100,0,0,PN,1502,RMCC,2020/07/02 03:30:00+00,2020/07/01 22:44:59+00,2020/07/02 03:30:00+00,F,Type 4 IC,Bali Neil,10 miles south of Holyoke Colorado,WF,FI,40.464629,-102.265049,800,,{F99DD6FC-27FA-4D8B-80C6-31F84382AD3A},,0,1,0,0,0,0,000323,100,100,,Phillips,COFTC,08095,,,,Private,Private,,,,,,,RM24,C&L,COPLX,US-CO,,,Tall Grass (2.5 feet),Short Grass (1 foot),,2020-COPLX-000323,No Decision,wildcad,wildcad,0,,,2020/07/01 23:24:53+00,2020/07/02 13:59:25+00,IRWIN,{E39916D9-D8E4-4B08-829E-90F43D9D98D6},,,
-102.524709247,36.9954161740001,175562,,DEFAULT,,2019/02/14 18:59:59+00,2019/02/15 15:30:00+00,3812.1,0.1,COPBC,1500,,,,Minimal,Smoldering,,,Human,,,L60J,,2019/02/13 21:00:00+00,Type 4 Incident,2019/02/15 21:59:59+00,0,100,0,0,PN,1502,SWCC,2019/02/15 10:30:00+00,2019/02/13 21:00:00+00,2019/02/15 10:30:00+00,F,Type 4 IC,C34,"8 miles South of Campo, CO",WF,FI,36.99928,-102.5157,50,,{1DFCEE5C-8BE6-43BA-B3BB-12E8AC984221},,0,1,0,0,0,,000048,100,100,Campo,Baca,TXTIC,08009,C&L,COBAX,,,,,,,,,,SW13,C&L,COBAX,US-CO,,,Short Grass (1 foot),Brush (2 feet),2,2019-COBAX-000048,No Decision,wildcad,ics209,0,,,2019/02/13 22:24:14+00,2019/02/15 22:36:31+00,IRWIN,{529D74D0-5908-456F-89B4-E8C9D9CE88D4},,,
-108.723622132,40.4611173440001,176208,,DEFAULT,,2016/07/29 02:00:00+00,2016/08/05 17:29:59+00,576,2,COCRC,315000,,,,Minimal,,,,Natural,,,KHL4,,2016/07/23 21:49:00+00,Type 4 Incident,2016/09/30 18:00:00+00,,100,,,,,RMCC,2016/07/29 23:00:00+00,2016/07/28 22:30:00+00,2016/07/29 23:00:00+00,F,Type 4 IC,BENCH,,WF,FI,40.46105,-108.7238,5,,{3DF22B64-1372-4F97-8761-741998B30758},,0,1,0,0,0,,000239,100,,,Moffat,,08081,,CODSP,,NPS,Federal,,,,,,,RM25,NPS,CODSP,US-CO,,,Brush (2 feet),Tall Grass (2.5 feet),5,2016-CODSP-000239,Approved Decision,wildcad,wildcad,0,,,2016/07/23 22:34:16+00,2016/10/06 21:05:32+00,IRWIN,{818CAEBC-A0D1-4610-8D31-B1E2610AC5E7},,,
-103.704809582,37.6024961960001,177031,,DEFAULT,,2020/06/11 18:00:00+00,,1800,50,COPBC,2000,,,,Minimal,Smoldering,Isolated Torching,,Natural,,,M5V0,,2020/06/05 01:18:59+00,Type 4 Incident,2020/06/30 16:50:00+00,0,100,0,0,PF,1502,RMCC,2020/06/12 00:00:00+00,2020/06/11 02:00:00+00,2020/06/12 00:00:00+00,F,Type 4 IC,Bent Canyon,"26 miles Southwest of La Junta, CO",WF,FI,37.60802,-103.7091,50,,{B9956C5D-ED1C-4F1D-8DDB-16858D4CD3EA},,0,1,0,0,0,0,000608,100,100,Fort Carson,Las Animas,COPBC,08071,,,,Private,Private,,,,,,,RM41,USA,COFCQ,US-CO,,,Short Grass (1 foot),Brush (2 feet),5,2020-COFCQ-000608,No Decision,wildcad,wildcad,0,,,2020/06/05 13:23:58+00,2020/06/30 16:56:51+00,IRWIN,{2FF95956-9A05-4716-88B9-CE45D755A541},,,
-104.251109654,37.033616077,178453,,DEFAULT,,2020/07/06 15:00:00+00,2020/07/06 15:00:00+00,175,0.1,COPBC,90000,,,,Minimal,Smoldering,Smoldering,Creeping,Natural,,,M7BR,,2020/06/20 18:29:00+00,Type 5 Incident,2020/07/06 15:59:59+00,0,0,100,0,PN,1502,RMCC,2020/07/06 17:15:00+00,2020/07/02 23:29:59+00,2020/07/06 17:15:00+00,F,Type 5 IC,Beiber,"16 southeast of Trinidad, CO",WF,FI,37.03361,-104.2511,0.1,,{E32AC8EC-FF34-4A19-BE88-A9EAE1AD9962},,0,1,0,0,0,0,000836,100,100,,Las Animas,COPBC,08071,,,,Private,Private,,,,,,,RM41,C&L,COLSX,US-CO,,,Timber (Grass and Understory),Chaparral (6 feet),210,2020-COLSX-000836,No Decision,wildcad,ics209,0,,,2020/06/20 18:59:14+00,2020/07/06 17:26:41+00,IRWIN,{4FCBCB0C-34D9-4824-9FF9-DAC432BA7CD3},,,
-105.301994471,38.432849483,180343,,CERTIFIED,104.5287,2020/07/16 21:35:00+00,2020/07/21 20:00:00+00,303,0.5,COPBC,900000,,,2020/08/05 15:35:46+00,Minimal,Smoldering,Creeping,Smoldering,Natural,Lightning,,M856,,2020/07/08 21:36:59+00,Type 4 Incident,2020/07/29 18:59:59+00,0,100,0,0,PD,1502,RMCC,2020/07/16 23:45:00+00,2020/07/16 14:00:00+00,2020/07/16 23:45:00+00,F,Type 4 IC,YMCA,4 miles West of Canon City CO,WF,FI,38.44061,-105.3091,0.75,2020/07/08 21:59:59+00,{FE71F1F0-6336-4031-8175-5D339E783D27},,0,1,0,0,0,0,001206,100,100,Canon City,Fremont,COPBC,08043,BLM,CORGD,,BLM,Federal,,,,,,,RM33,BLM,CORGD,US-CO,Timber,TL3,Brush (2 feet),Short Grass (1 foot),35,2020-CORGD-001206,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/07/09 17:13:28+00,2020/07/08 22:47:03+00,2020/08/05 15:35:46+00,IRWIN,{29BE63D0-9220-4281-9F47-6A5E0B7988B1},,,
-108.731239216,37.4914596780001,182234,,CERTIFIED,395.3382,,,395,0.1,CODRC,570000,,,2021/01/07 21:36:57+00,Minimal,Smoldering,Smoldering,Backing,Natural,Lightning,,M7XF,,2020/06/28 18:36:00+00,Type 5 Incident,2020/07/24 15:30:00+00,0,100,0,0,PN,1502,RMCC,2020/07/06 23:00:00+00,2020/07/05 23:00:00+00,2020/07/06 23:00:00+00,F,Type 5 IC,Yellow Jacket,"5 miles SE of Pleasant View, CO",WF,FI,37.53424,-108.7162,,2020/06/28 18:59:59+00,{63E30A2C-D688-411E-AF8B-95E11026EC17},,0,1,1,0,0,0,000535,100,100,,Montezuma,CODRC,08083,BLM,COSJD,,BLM,Federal,,,,,,,RM35,BLM,COSJD,US-CO,Timber,TL8,Brush (2 feet),,15,2020-COSJD-000535,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/07/02 15:21:59+00,2020/06/28 19:07:20+00,2021/01/07 21:36:58+00,IRWIN,{D5A23F69-194C-4A10-BBD2-8922B994ECD8},,,
-108.220010864,39.9937462230001,182628,,DEFAULT,532.3086,2019/07/24 01:30:00+00,2019/08/03 17:00:00+00,217,0.1,COCRC,80000,,,,Minimal,,,,Natural,,,MF49,,2019/07/18 20:21:00+00,Type 4 Incident,2019/08/10 18:00:00+00,0,100,0,0,,,RMCC,2019/07/23 21:45:00+00,2019/07/22 21:45:00+00,2019/07/23 21:45:00+00,F,Type 4 IC,SHED,"14nm SW of Meeker, CO",WF,FI,40.00898,-108.3574,8,,{4A18A949-16AF-46D3-A89E-FF0698016EBB},,0,1,0,0,0,,000136,100,100,,Rio Blanco,COCRC,08103,BLM,COWRD,,BLM,Federal,,,,,,,RM25,BLM,COWRD,US-CO,,,Brush (2 feet),Timber (Litter and Understory),22,2019-COWRD-000136,Approved Decision,wildcad,wildcad,0,Type 4 Incident,2019/07/19 19:56:56+00,2019/07/18 22:15:10+00,2019/10/30 21:33:12+00,IRWIN,{E0DF82F6-3619-4C37-8A1C-D74462EDE413},,,
-107.282410498,38.6074061080001,182968,EKU0,DEFAULT,,2019/08/15 21:20:00+00,2019/08/15 21:24:59+00,6,5,COMTC,8500,,,,Minimal,Smoldering,Smoldering,,Natural,,,,,2019/07/10 22:40:08+00,Type 5 Incident,2019/08/15 21:30:00+00,0,0,100,0,P2,0204,RMCC,2019/08/15 20:29:59+00,2019/08/08 17:00:00+00,2019/08/15 20:29:59+00,F,Type 5 IC,Rock Spring,"20 NW of Gunnison, CO",WF,FI,38.60006,-107.2667,5.5,,{0445B409-78E9-4A3F-9845-04C7B147887A},,0,1,0,0,0,,000089,100,100,Gunnison,Gunnison,COMTC,08051,FS,COGMF,,USFS,Federal,,,,,,,RM28,FS,COGMF,US-CO,,,Tall Grass (2.5 feet),Timber (Litter and Understory),0,2019-COGMF-000089,Approved Decision,wildcad,ics209,0,Type 5 Incident,2019/07/16 23:41:54+00,2019/07/11 01:40:14+00,2019/08/15 22:15:17+00,IRWIN,{54C3A2F9-DE23-443E-8FB8-74DB568D5452},,,
-106.283010515,40.6497064490001,183153,,DEFAULT,213.507,2015/10/18 00:00:00+00,2015/10/19 16:51:59+00,217,500,COCRC,100000,,,,,,,,Human,,,J4LP,,2015/10/16 20:45:59+00,Type 3 Incident,2015/10/20 23:00:00+00,,,,,PR,1502,RMCC,2015/10/18 00:00:00+00,2015/10/17 14:00:00+00,2015/10/18 00:00:00+00,F,Type 3 IC,ARAPAHO,3 miles south of Walden,WF,FI,40.6497,-106.2829,,,{60D8EC5E-AE89-45C1-B5D9-13C5420D8B02},,0,1,0,0,0,,000469,100,,Walden,Jackson,,08057,,COARR,,USFWS,Federal,3rd Principal Meridian,,,79W,20,8n,,,COARR,US-CO,,,Short Grass (1 foot),,36,2015-COARR-000469,,wildcad,wildcad,0,,,2015/10/16 20:47:18+00,2015/11/18 17:05:23+00,IRWIN,{26BAF124-41F7-4D91-A9AC-2285C25DA7C7},,,
-105.526910159,39.1052262950001,183303,,DEFAULT,,2020/08/28 21:00:00+00,2020/09/18 15:59:59+00,159,0.1,COPBC,750000,,,,Minimal,Creeping,Creeping,Spotting,Human,Other Human Cause,,NG4J,,2020/08/23 19:02:00+00,Type 4 Incident,2020/11/23 18:59:59+00,0,100,0,0,P2,0212,RMCC,2020/08/28 21:14:59+00,2020/08/27 20:29:59+00,2020/08/28 21:14:59+00,F,Type 4 IC,Thorpe,"9 miles NW of Lake George, CO",WF,FI,39.08988,-105.4903,100,2020/08/23 19:05:00+00,{DF9DC022-6E98-467A-9ACD-979B7625A20C},,0,1,0,0,0,0,001787,100,100,Lake George,Park,COPBC,08093,FS,COPSF,,USFS,Federal,,,,,,,RM29,FS,COPSF,US-CO,Timber,TL8,Timber (Grass and Understory),Timber (Litter and Understory),24,2020-COPSF-001787,No Decision,wildcad,wildcad,0,,,2020/08/23 20:39:43+00,2021/01/06 18:50:12+00,IRWIN,{70A5E545-C078-4275-9B39-F4728493221E},,,
-108.4422109,39.8877461930001,184891,,CERTIFIED,252.5943,2020/07/19 21:30:00+00,2020/09/10 14:00:00+00,274,30,COCRC,441288,,,2020/10/13 19:10:31+00,Minimal,Smoldering,Creeping,Isolated Torching,Natural,Lightning,,M9QD,,2020/07/14 17:19:59+00,Type 2 Incident,2020/09/10 15:59:59+00,0,100,0,0,,,RMCC,2020/07/19 20:29:59+00,2020/07/18 21:59:59+00,2020/07/19 20:29:59+00,F,Type 2 Team,WOLF,"30 miles WSW of Meeker, CO",WF,FI,39.88626,-108.4413,2,2020/07/14 17:19:59+00,{7606B42B-103B-43D3-962A-8B4523E7F7C4},,0,1,0,0,0,0,000186,100,100,,Rio Blanco,COCRC,08103,BLM,COWRD,,BLM,Federal,,,,,,,RM25,BLM,COWRD,US-CO,Brush,SH2,Brush (2 feet),Short Grass (1 foot),16,2020-COWRD-000186,Approved Decision,wildcad,INFORM_Inspector,0,Type 2 Incident,2020/07/16 02:09:14+00,2020/07/14 18:40:55+00,2020/10/13 19:10:32+00,IRWIN,{15BA6F38-1795-4F2A-B0D3-9DD871F02999},,,
-105.995410347,39.8118893590001,186007,,DEFAULT,1310.8,2018/08/30 18:00:00+00,2018/10/15 18:00:00+00,1322,0.1,COFTC,780000,,,,Minimal,Creeping,Creeping,Single Tree Torching,Natural,,,LW9K,,2018/06/28 14:13:59+00,Type 4 Incident,2018/11/01 21:00:00+00,50,0,0,50,P2,0210,RMCC,2018/08/30 18:00:00+00,2018/08/30 14:00:00+00,2018/08/30 18:00:00+00,F,Type 4 IC,Sugarloaf,"13 Miles SW of Fraser, CO",WF,FI,39.788758,-106.023378,0.1,,{1128D5A9-D413-4F13-8B14-1E947552A924},,0,0,0,0,0,,000354,100,91,Granby,Grand,COFTC,08049,FS,COARF,,USFS,Federal,6th Principal Meridian,,,77W,10,3S,RM22,FS,COARF,US-CO,,,Timber (Litter and Understory),Light Logging Slash,5,2018-COARF-000354,Approved Decision,wildcad,wildcad,0,,,2018/06/28 14:32:55+00,2018/11/02 14:50:27+00,IRWIN,{7E8E2DD3-F921-4B77-BC64-4B7829B86EFC},,,
-106.579210409,39.205562236,186824,,DEFAULT,0.0034,2019/10/30 14:29:59+00,2019/12/03 18:00:00+00,720,2,COGJC,225000,,,,Minimal,Smoldering,Creeping,Isolated Torching,Natural,,,MT7T,,2019/09/21 19:43:00+00,Type 5 Incident,2019/12/03 18:59:59+00,80,0,0,20,P2,0215,RMCC,2019/10/31 20:29:59+00,2019/10/31 20:00:00+00,2019/10/31 20:29:59+00,F,Type 5 IC,Granite lake,"19 miles East of Aspen, CO",WF,FI,39.18042,-106.6099,2,,{BA0081A1-D26D-4CAE-B5BF-05A828DEC39F},,0,1,0,0,0,,000302,100,100,,Pitkin,COGJC,08097,FS,COWRF,,USFS,Federal,,,,,,,RM28,FS,COWRF,US-CO,,,Timber (Grass and Understory),Timber (Litter and Understory),0,2019-COWRF-000302,Approved Decision,wildcad,wildcad,0,Type 4 Incident,2019/10/11 17:56:34+00,2019/09/21 21:20:43+00,2019/12/04 18:44:21+00,IRWIN,{31D6F136-2B17-4973-AC64-AD1DF0FE4A51},,,
-108.026410553,37.598275922,188562,EKU7,DEFAULT,,2017/07/25 21:30:00+00,2017/07/25 21:30:00+00,95,0.5,CODRC,420000,,,,Minimal,Smoldering,Creeping,Isolated Torching,Natural,,,,,2017/06/23 21:00:06+00,Type 4 Incident,2017/07/25 21:30:00+00,,,,,P2,0213,RMCC,2017/07/20 20:29:59+00,2017/07/13 20:29:59+00,2017/07/20 20:29:59+00,F,Type 4 IC,412,7 miles South of Rico.,WF,FI,37.59253,-108.0921,0.5,,{71EEF856-1626-4D65-B653-4A68FBE6969E},,0,1,0,0,0,0,000412,0,100,,Montezuma,,08083,,COSJF,,USFS,Federal,,,,,,,RM N,FS,COSJF,US-CO,,,Timber (Grass and Understory),,0,2017-COSJF-000412,Approved Decision,wildcad,wildcad,0,,,2017/06/24 00:08:17+00,2018/01/10 22:23:16+00,IRWIN,{882D3B49-6BBD-46A9-A7A1-733DA4D4E24C},,,
-107.432210376,37.1180618930001,189914,,DEFAULT,742.1867,2019/08/02 18:00:00+00,2019/08/02 18:00:00+00,742,0.1,CODRC,325000,,,,Minimal,Smoldering,Backing,,Natural,,,MHP0,,2019/07/25 19:46:00+00,Type 4 Incident,2019/09/16 14:00:00+00,100,0,0,0,PA,1502,RMCC,2019/08/01 21:14:59+00,2019/07/29 23:00:00+00,2019/08/01 21:14:59+00,F,Type 4 IC,Pine Tree,"20 miles east of Ignacio, CO",WF,FI,37.14206,-107.3957,1,,{2BA9544B-2C20-4A7E-9D45-BB8EEF884D81},,0,1,0,0,0,,000543,100,100,Ignacio,Archuleta,CODRC,08007,BIA,COSUA,,BIA,Federal,,,,,,,RM37,BIA,COSUA,US-CO,,,Timber (Litter and Understory),,8,2019-COSUA-000543,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2019/07/30 15:01:59+00,2019/07/26 01:13:04+00,2019/10/14 17:57:27+00,IRWIN,{63BF6BE3-0ED2-4279-A987-8A4642826CC7},,,
-103.078909485,38.109946311,192450,,DEFAULT,558.88,2021/03/31 15:59:59+00,,600,1,COPBC,5000,,,,Extreme,Wind Driven Runs,Short-range Spotting,,Human,,,,,2021/03/30 04:41:56+00,Type 4 Incident,2021/03/31 21:40:00+00,0,100,0,0,,,RMCC,2021/03/31 16:15:00+00,2021/03/30 05:00:00+00,2021/03/31 16:15:00+00,F,Type 4 IC,County Road 18,"2.65 miles East of Fort Lyons, CO.",WF,FI,38.10994,-103.0789,,,{B7018724-1CC2-487A-AE95-2CBE57E0E302},,0,0,0,0,0,0,000243,100,100,Ft Lyons,Bent,COPBC,08011,,,,Private,Private,,,,,,,RM34,C&L,COBNX,US-CO,,,Tall Grass (2.5 feet),"Dormant Brush, Hardwood Slash",20,2021-COBNX-000243,No Decision,wildcad,INFORM_Inspector,0,,,2021/03/30 04:50:24+00,2021/04/12 22:23:51+00,IRWIN,{EAF4A521-3BEE-4248-9F8F-6702D9ADCA40},,,
-107.809010771,39.9690062500001,194876,,DEFAULT,,2021/04/15 21:30:00+00,2021/04/28 21:00:00+00,890,40,COCRC,50000,,,,Minimal,Smoldering,Creeping,,Human,,,NX7G,,2021/04/11 19:36:00+00,Type 4 Incident,2021/04/28 21:00:00+00,0,100,0,0,,,RMCC,2021/04/15 21:00:00+00,2021/04/14 21:59:59+00,2021/04/15 21:00:00+00,F,Type 4 IC,COUNTY ROAD 8,"8nm ESE of Meeker, CO",WF,FI,39.94681,-107.7772,40,,{06467A5A-8FA4-432C-B854-058055C9A521},,0,1,0,0,0,0,000030,100,100,,Rio Blanco,COCRC,08103,,,,Private,Private,,,,,,,RM25,C&L,CORBX,US-CO,,,Brush (2 feet),Short Grass (1 foot),2,2021-CORBX-000030,No Decision,wildcad,wildcad,0,,,2021/04/11 20:12:52+00,2021/09/21 20:07:11+00,IRWIN,{D6672B47-029C-4E8E-B2B6-3B1999AA837E},,,
-108.168510828,39.791286201,202777,,CERTIFIED,95.525,2021/06/24 18:00:00+00,2021/07/25 16:30:00+00,95,1,COCRC,60000,,,2022/01/10 23:37:58+00,Minimal,Isolated Torching,Torching,,Natural,Lightning,,N1XU,,2021/06/01 19:55:00+00,Type 4 Incident,2021/07/25 18:00:00+00,100,0,0,0,,,RMCC,2021/06/24 23:00:00+00,2021/06/17 23:00:00+00,2021/06/24 23:00:00+00,F,Type 4 IC,MIDDLE,"20 miles SSW of Meeker, CO",WF,FI,39.79128,-108.1685,0.1,2021/06/01 20:00:00+00,{E9856869-5B46-44AC-80C6-39393A51D841},,0,1,0,0,0,0,000119,100,0,,Rio Blanco,COCRC,08103,BLM,COWRD,,BLM,Federal,,,,,,,RM25,BLM,COWRD,US-CO,Brush,SH2,Timber (Grass and Understory),Brush (2 feet),0,2021-COWRD-000119,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2021/06/04 13:52:56+00,2021/06/01 21:51:28+00,2022/01/10 23:37:58+00,IRWIN,{98976033-53AD-44A4-B521-E5D0454AA5AD},0,,
-108.288777784,39.1991891160001,203496,,CERTIFIED,,2021/06/08 18:01:00+00,2021/06/08 23:12:00+00,463,1,COGJC,150000,,,2022/01/27 19:02:56+00,Minimal,Smoldering,Isolated Torching,,Natural,Lightning,,N173,,2021/06/05 18:46:59+00,Type 4 Incident,2021/07/05 21:30:59+00,0,100,0,0,PD,1522,RMCC,2021/06/08 21:14:59+00,2021/06/07 21:00:00+00,2021/06/08 21:14:59+00,F,Type 4 IC,Beaver Tail,"about 7 miles northeast of Palisade ,CO",WF,FI,39.19827,-108.2849,2.5,2021/06/05 19:36:00+00,{FECCC4F0-3F76-45CD-A626-55FEE9485153},,0,1,0,0,0,0,210105,100,100,Palisade,Mesa,COGJC,08077,BLM,COGRD,,BLM,Federal,,,,,,,RM26,BLM,COGRD,US-CO,Grass,GR2,Short Grass (1 foot),Brush (2 feet),8,2021-COGRD-210105,No Decision,wildcad,INFORM_Inspector,0,,,2021/06/05 20:55:16+00,2022/01/27 19:02:57+00,IRWIN,{E8AED462-FA4B-42A6-AB7F-FD29AE6A27F0},0,,
-108.874643995,39.9007891640001,204089,,CERTIFIED,323.446,2021/06/12 17:29:59+00,2021/07/25 16:30:00+00,322,1,COCRC,15000,,,2022/01/14 19:09:53+00,Minimal,Creeping,Isolated Torching,,Natural,Lightning,,N2GN,,2021/06/08 18:33:00+00,Type 3 Incident,2021/07/25 18:00:00+00,0,100,0,0,,,RMCC,2021/06/12 17:45:00+00,2021/06/12 17:29:59+00,2021/06/12 17:45:00+00,F,Type 3 IC,DRAGON,"41 mi ESE Vernal, UT",WF,FI,39.88416,-108.8091,50,2021/06/08 18:59:59+00,{7305571D-6121-4F69-B93F-129F47F58CDC},,0,1,0,0,0,0,000153,100,100,Rangely,Rio Blanco,COCRC,08103,BLM,COWRD,,BLM,Federal,,,,,,,RM25,BLM,COWRD,US-CO,Brush,SH2,Brush (2 feet),,43,2021-COWRD-000153,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2021/06/10 22:55:18+00,2021/06/08 19:41:00+00,2022/01/14 19:09:55+00,IRWIN,{697CB1FE-52CF-41E8-8DCD-E2BDE39C6741},0,,
-107.893810827,40.2655462810001,205360,,CERTIFIED,641.2877,2021/06/30 18:00:00+00,2021/07/01 21:59:59+00,640,1,COCRC,365000,,,2022/01/31 15:38:39+00,Minimal,Smoldering,Torching,Short-range Spotting,Human,Other Human Cause,,N2YK,,2021/06/15 22:11:00+00,Type 3 Incident,2021/07/07 18:00:00+00,0,5,95,0,,,RMCC,2021/07/01 21:59:59+00,2021/06/30 21:59:59+00,2021/07/01 21:59:59+00,F,Type 3 IC,COLLOM,"12 miles NNW of Meeker, CO",WF,FI,40.267405,-107.894717,640,,{10DEEB0E-4986-472B-9F9A-C9FC8DFA45FE},,0,1,0,0,0,0,000168,100,100,,Moffat,COCRC,08081,,,,Private,Private,,,,,,,RM20,C&L,COMFX,US-CO,Brush,SH2,Chaparral (6 feet),Timber (Grass and Understory),1,2021-COMFX-000168,No Decision,wildcad,INFORM_Inspector,0,,,2021/06/15 23:14:41+00,2022/01/31 15:38:40+00,IRWIN,{F7EC2CD8-CB8B-4006-8AFC-8CF66A75EB31},0,,
